server              76030670  
server              FAIL      CTFPlayerShared::RemoveDisguiseWeapon
server              761ea990  CTFPlayerShared::SelfBurn
server              FAIL      CTFPlayerShared::SetChargeEffect
server              FAIL      CTFPlayerShared::SetDefaultItemChargeMeters
server              FAIL      CTFPlayerShared::SetItemChargeMeter
server              FAIL      CTFPlayerShared::SetItemChargeMeter [clone]
server              FAIL      CTFPlayerShared::SetPlayerDominated
server              FAIL      CTFPlayerShared::SetPlayerDominatingMe
server              FAIL      CTFPlayerShared::SetRageMeter
server              761eb860  CTFPlayerShared::SetRevengeCrits
server              761eb900  CTFPlayerShared::SetScoutHypeMeter
server              761ec3c0  CTFPlayerShared::StopHealing
server              761ec460  CTFPlayerShared::StunPlayer
server              761ed370  CTFPlayerShared::TestAndExpireChargeEffect
server              FAIL      CTFPlayerShared::UpdateChargeMeter
server              FAIL      CTFPlayerShared::UpdateChargeMeter [clone]
server              FAIL      CTFPlayerShared::UpdateCloakMeter
server              FAIL      CTFPlayerShared::UpdateCloakMeter [clone]
server              FAIL      CTFPlayerShared::UpdateEnergyDrinkMeter
server              FAIL      CTFPlayerShared::UpdateEnergyDrinkMeter [clone]
server              FAIL      CTFPlayerSharedUtils::GetEconItemViewByLoadoutSlot
server              FAIL      CTFPointWeaponMimic::Fire
server              FAIL      CTFPointWeaponMimic::GetFiringAngles
server              762a2460  CTFPointWeaponMimic::InputFireMultiple
server              FAIL      CTFPointWeaponMimic::InputFireOnce
server              762a2530  CTFPointWeaponMimic::Spawn
server              76692c10  CTFPointWeaponMimic::m_DataMap
server              762a1650  CTFPointWeaponMimic::~CTFPointWeaponMimic [D0]
server              762a1650  CTFPointWeaponMimic::~CTFPointWeaponMimic [D2]
server              761f3610  CTFPowerup::DropSingleInstance
server              FAIL      CTFPowerup::GetLifeTime
server              FAIL      CTFPowerup::Spawn
server              FAIL      CTFPowerup::ValidTouch
server              7668d3b8  CTFPowerup::m_DataMap
server              FAIL      CTFPowerupBottle::AllowedToUse
server              FAIL      CTFPowerupBottle::GetNumCharges
server              76171e10  CTFPowerupBottle::ReapplyProvision
server              76172600  CTFPowerupBottle::SetNumCharges
server              FAIL      CTFPowerupBottle::Use
server              762b9650  CTFProjectile_Arrow::ArrowTouch
server              FAIL      CTFProjectile_Arrow::BreakArrow
server              FAIL      CTFProjectile_Arrow::CanHeadshot
server              FAIL      CTFProjectile_Arrow::CheckSkyboxImpact
server              FAIL      CTFProjectile_Arrow::Create
server              FAIL      CTFProjectile_Arrow::CreateTrail
server              FAIL      CTFProjectile_Arrow::FadeOut
server              FAIL      CTFProjectile_Arrow::GetWeaponID
server              FAIL      CTFProjectile_Arrow::IsDeflectable
server              FAIL      CTFProjectile_Arrow::SetScorer
server              FAIL      CTFProjectile_Arrow::Spawn
server              FAIL      CTFProjectile_Arrow::StrikeTarget
server              FAIL      CTFProjectile_BallOfFire::Burn
server              FAIL      CTFProjectile_BallOfFire::RocketTouch
server              FAIL      CTFProjectile_Cleaver::Create
server              76261fa0  CTFProjectile_Cleaver::GetDamage
server              75e17e70  CTFProjectile_EnergyBall::CanHeadshot
server              762bbfe0  CTFProjectile_EnergyBall::Explode
server              75d1bd70  CTFProjectile_EnergyBall::IsDeflectable
server              FAIL      CTFProjectile_EnergyBall::SetScorer
server              FAIL      CTFProjectile_EnergyRing::CanHeadshot
server              FAIL      CTFProjectile_EnergyRing::Create
server              FAIL      CTFProjectile_EnergyRing::GetInitialVelocity
server              FAIL      CTFProjectile_EnergyRing::ProjectileTouch
server              FAIL      CTFProjectile_EnergyRing::ShouldPenetrate
server              762bd780  CTFProjectile_Flare::Explode
server              762bdfd0  CTFProjectile_Flare::Explode_Air
server              FAIL      CTFProjectile_Flare::GetDamageType
server              FAIL      CTFProjectile_Flare::IsDeflectable
server              FAIL      CTFProjectile_Flare::PerformCustomPhysics
server              FAIL      CTFProjectile_Flare::SendDeathNotice
server              FAIL      CTFProjectile_Flare::SetScorer
server              FAIL      CTFProjectile_GrapplingHook::CanHeadshot
server              FAIL      CTFProjectile_GrapplingHook::HookTarget
server              FAIL      CTFProjectile_HealingBolt::CanHeadshot
server              FAIL      CTFProjectile_Jar::Create
server              762d3ca0  CTFProjectile_Jar::Explode
server              FAIL      CTFProjectile_JarGas::Create
server              FAIL      CTFProjectile_JarMilk::Create
server              FAIL      CTFProjectile_MechanicalArmOrb::CheckForProjectiles
server              FAIL      CTFProjectile_Rocket::Create
server              FAIL      CTFProjectile_Rocket::IsDeflectable
server              FAIL      CTFProjectile_Rocket::SetScorer
server              FAIL      CTFProjectile_Rocket::Spawn
server              FAIL      CTFProjectile_SentryRocket::Create
server              7627b8b0  CTFProjectile_Throwable::GetAngularImpulse
server              762ed4a0  CTFProjectile_Throwable::GetVelocityVector
server              762ee510  CTFProjectile_ThrowableBreadMonster::GetDamage
server              762edca0  CTFProjectile_ThrowableBrick::GetDamage
server              762ed950  CTFProjectile_ThrowableRepel::GetDamage
server              762ed5f0  CTFProjectile_ThrowableRepel::SetCustomPipebombModel
server              FAIL      CTFRadiusDamageInfo::ApplyToEntity
server              FAIL      CTFRadiusDamageInfo::ApplyToEntity [clone]
server              FAIL      CTFRaygun::GetProjectileSpeed
server              FAIL      CTFReviveMarker::AddMarkerHealth
server              FAIL      CTFReviveMarker::Create
server              FAIL      CTFReviveMarker::ReviveThink
server              FAIL      CTFRevolver::CanFireCriticalShot
server              FAIL      CTFRevolver::Deploy
server              FAIL      CTFRevolver::GetDamageType
server              FAIL      CTFRevolver::Holster
server              FAIL      CTFRobotArm::Smack
server              FAIL      CTFSMG::GetDamageType
server              FAIL      CTFScatterGun::ApplyPostHitEffects
server              FAIL      CTFShotgunBuildingRescue::GetProjectileSpeed
server              FAIL      CTFShotgun_Revenge::Deploy
server              FAIL      CTFShotgun_Revenge::Holster
server              762ead40  CTFSniperRifle::ApplyChargeSpeedModifications
server              762ea3f0  CTFSniperRifle::CanFireCriticalShot
server              FAIL      CTFSniperRifle::CreateSniperDot
server              FAIL      CTFSniperRifle::ExplosiveHeadShot
server              FAIL      CTFSniperRifle::GetDamageType
server              FAIL      CTFSniperRifle::GetPenetrateType
server              FAIL      CTFSniperRifle::ItemPostFrame
server              FAIL      CTFSniperRifle::SniperRifleChargeRateMod
server              FAIL      CTFSniperRifleClassic::GetDamageType
server              FAIL      CTFSniperRifleClassic::ItemPostFrame
server              FAIL      CTFSniperRifleDecap::GetCount
server              FAIL      CTFSniperRifleDecap::SniperRifleChargeRateMod
server              FAIL      CTFSodaPopper::SecondaryAttack
server              7627c7e0  CTFSpellBook::RollNewSpell
server              FAIL      CTFSpellBook::SetSelectedSpell
server              FAIL      CTFStickBomb::Smack
server              762c0fa0  CTFStunBall::ApplyBallImpactEffectOnVictim
server              FAIL      CTFStunBall::Create
server              762c0020  CTFStunBall::GetDamage
server              FAIL      CTFSword::GetSwordHealthMod
server              FAIL      CTFSword::GetSwordSpeedMod
server              762b1df0  CTFTankBoss::Event_Killed
server              762b1f30  CTFTankBoss::Explode
server              FAIL      CTFTankBoss::GetBodyInterface
server              FAIL      CTFTankBoss::GetCurrencyValue
server              762b2a10  CTFTankBoss::Spawn
server              FAIL      CTFTankBoss::TankBossThink
server              FAIL      CTFTankBoss::UpdateOnRemove
server              FAIL      CTFTankBoss::UpdatePingSound
server              75ea15f0  CTFTankBossBody::GetSolidMask
server              762b39c0  CTFTankDestruction::Spawn
server              76200790  CTFTeam::AddPlayer
server              FAIL      CTFTeam::GetNumObjects
server              FAIL      CTFTeam::GetObject
server              76200d10  CTFTeam::RemovePlayer
server              FAIL      CTFTeam::SetTeamLeader
server              FAIL      CTFTeamManager::GetTeam
server              FAIL      CTFTeamManager::IsValidTeam
server              00000000  CTFTeamSpawn::m_DataMap
server              FAIL      CTFWeaponBase::ApplyFireDelay
server              762f0db0  CTFWeaponBase::ApplyOnHitAttributes
server              FAIL      CTFWeaponBase::AutoFiresFullClip
server              FAIL      CTFWeaponBase::CalcIsAttackCritical
server              FAIL      CTFWeaponBase::CanFireCriticalShot
server              FAIL      CTFWeaponBase::CanHolster
server              FAIL      CTFWeaponBase::CanPerformSecondaryAttack
server              FAIL      CTFWeaponBase::CheckReloadMisfire
server              FAIL      CTFWeaponBase::DeflectEntity
server              762f3780  CTFWeaponBase::DeflectProjectiles
server              762f3a70  CTFWeaponBase::Deploy
server              FAIL      CTFWeaponBase::Energy_GetMaxEnergy
server              FAIL      CTFWeaponBase::Energy_GetShotCost
server              FAIL      CTFWeaponBase::Energy_Recharge
server              762f4680  CTFWeaponBase::Equip
server              FAIL      CTFWeaponBase::GetActivityWeaponRole
server              FAIL      CTFWeaponBase::GetAfterburnRateOnHit
server              FAIL      CTFWeaponBase::GetDamageType
server              FAIL      CTFWeaponBase::GetEffectBarProgress
server              FAIL      CTFWeaponBase::GetInitialAfterburnDuration
server              FAIL      CTFWeaponBase::GetMaxHealthMod
server              FAIL      CTFWeaponBase::GetParticleColor
server              FAIL      CTFWeaponBase::GetPenetrateType
server              FAIL      CTFWeaponBase::GetProjectileFireSetup
server              762f5c40  CTFWeaponBase::GetShootSound
server              FAIL      CTFWeaponBase::GetSkin
server              FAIL      CTFWeaponBase::GetSpreadAngles
server              FAIL      CTFWeaponBase::GetTFPlayerOwner
server              FAIL      CTFWeaponBase::GetTFWpnData
server              FAIL      CTFWeaponBase::GetViewModel
server              FAIL      CTFWeaponBase::GetViewModelWeaponRole
server              FAIL      CTFWeaponBase::Holster
server              FAIL      CTFWeaponBase::InternalGetEffectBarRechargeTime
server              FAIL      CTFWeaponBase::IsEnergyWeapon
server              762f6900  CTFWeaponBase::IsPassiveWeapon
server              762f6930  CTFWeaponBase::IsSilentKiller
server              FAIL      CTFWeaponBase::ItemBusyFrame
server              FAIL      CTFWeaponBase::ItemHolsterFrame
server              FAIL      CTFWeaponBase::ItemPostFrame
server              FAIL      CTFWeaponBase::Misfire
server              FAIL      CTFWeaponBase::OnActiveStateChanged
server              FAIL      CTFWeaponBase::PrimaryAttack
server              FAIL      CTFWeaponBase::Reload
server              FAIL      CTFWeaponBase::SecondaryAttack
server              FAIL      CTFWeaponBase::SendWeaponAnim
server              FAIL      CTFWeaponBase::ShouldRemoveInvisibilityOnPrimaryAttack
server              FAIL      CTFWeaponBase::StartEffectBarRegen
server              FAIL      CTFWeaponBase::UpdateHands
server              FAIL      CTFWeaponBase::UpdateOnRemove
server              FAIL      CTFWeaponBase::WeaponReset
server              762f95c0  CTFWeaponBaseGrenadeProj::Destroy
server              762f99e0  CTFWeaponBaseGrenadeProj::Explode
server              75e17970  CTFWeaponBaseGrenadeProj::GetWeaponID
server              762fa170  CTFWeaponBaseGrenadeProj::InitGrenade
server              762fa790  CTFWeaponBaseGrenadeProj::SetDetonateTimerLength
server              FAIL      CTFWeaponBaseGun::DoFireEffects
server              FAIL      CTFWeaponBaseGun::FireArrow
server              FAIL      CTFWeaponBaseGun::FireEnergyBall
server              FAIL      CTFWeaponBaseGun::FireFlameRocket
server              FAIL      CTFWeaponBaseGun::FireFlare
server              FAIL      CTFWeaponBaseGun::FireJar
server              FAIL      CTFWeaponBaseGun::FireNail
server              762fb470  CTFWeaponBaseGun::FirePipeBomb
server              762fba00  CTFWeaponBaseGun::FireProjectile
server              FAIL      CTFWeaponBaseGun::FireRocket
server              FAIL      CTFWeaponBaseGun::GetAmmoPerShot
server              762fc020  CTFWeaponBaseGun::GetCustomProjectileModel
server              762fc130  CTFWeaponBaseGun::GetProjectileDamage
server              FAIL      CTFWeaponBaseGun::GetProjectileGravity
server              FAIL      CTFWeaponBaseGun::GetProjectileSpeed
server              FAIL      CTFWeaponBaseGun::GetWeaponProjectileType
server              FAIL      CTFWeaponBaseGun::ModifyProjectile
server              762fc650  CTFWeaponBaseGun::PrimaryAttack
server              FAIL      CTFWeaponBaseGun::RemoveProjectileAmmo
server              FAIL      CTFWeaponBaseGun::ShouldPlayFireAnim
server              FAIL      CTFWeaponBaseGun::UpdatePunchAngles
server              FAIL      CTFWeaponBaseGun::ZoomIn
server              FAIL      CTFWeaponBaseMelee::DoSwingTrace
server              762fd870  CTFWeaponBaseMelee::DoSwingTraceInternal
server              FAIL      CTFWeaponBaseMelee::GetSmackTime
server              FAIL      CTFWeaponBaseMelee::GetSwingRange
server              FAIL      CTFWeaponBaseMelee::Holster
server              762fe400  CTFWeaponBaseMelee::OnSwingHit
server              FAIL      CTFWeaponBaseMelee::SecondaryAttack
server              762fead0  CTFWeaponBaseMelee::Smack
server              FAIL      CTFWeaponBaseMelee::Swing
server              FAIL      CTFWeaponBuilder::CanDeploy
server              FAIL      CTFWeaponBuilder::GetViewModel
server              762c3ed0  CTFWeaponBuilder::SetSubType
server              FAIL      CTFWeaponBuilder::StartBuilding
server              FAIL      CTFWeaponBuilder::StartPlacement
server              FAIL      CTFWeaponBuilder::StopPlacement
server              FAIL      CTFWeaponFlameBall::FireProjectile
server              FAIL      CTFWeaponInvis::ActivateInvisibilityWatch
server              FAIL      CTFWeaponInvis::CleanupInvisibilityWatch
server              FAIL      CTFWeaponInvis::GetViewModel
server              FAIL      CTFWearable::CanEquip
server              FAIL      CTFWearable::Equip
server              FAIL      CTFWearableDemoShield::DoCharge
server              FAIL      CTFWearableDemoShield::DoSpecialAction
server              76300f90  CTFWearableDemoShield::EndSpecialAction
server              760f2f60  CTFWorkshopMap::GetLocalFile
server              FAIL      CTFWorkshopMap::OnUGCItemInstalled
server              FAIL      CTFWrench::Smack
server              FAIL      CTakeDamageInfo::CTakeDamageInfo [C1 | overload 5]
server              FAIL      CTakeDamageInfo::Init
server              762a8b90  CTankSpawner::GetClassIcon
server              75e195e0  CTankSpawner::IsMiniBoss
server              762a9810  CTankSpawner::Parse
server              762ac5f0  CTankSpawner::Spawn
server              762a8830  CTankSpawner::~CTankSpawner [D0]
server              762a8830  CTankSpawner::~CTankSpawner [D2]
server              FAIL      CTargetChangeGravity::InputChangeGrav
server              FAIL      CTargetChangeGravity::InputResetGrav
server              75ffcf80  CTeam::AddPlayer
server              75ffd230  CTeam::GetName
server              75e8b9f0  CTeam::GetNumPlayers
server              75ffd250  CTeam::GetPlayer
server              75ffd290  CTeam::GetTeamNumber
server              75ffd370  CTeam::RemovePlayer
server              FAIL      CTeamControlPointMaster::PointLastContestedAt
server              FAIL      CTeamRoundTimer::InputSetTime
server              FAIL      CTeamplayRoundBasedRules::BroadcastSound
server              FAIL      CTeamplayRoundBasedRules::GetMinTimeWhenPlayerMaySpawn
server              FAIL      CTeamplayRoundBasedRules::GetNextRespawnWave
server              FAIL      CTeamplayRoundBasedRules::SetForceMapReset
server              FAIL      CTeamplayRoundBasedRules::SetTeamRespawnWaveTime
server              76010ae0  CTeamplayRoundBasedRules::State_Enter
server              FAIL      CTeamplayRoundBasedRules::State_Enter_PREROUND
server              FAIL      CTeamplayRoundBasedRules::State_Leave
server              760128e0  CTeamplayRoundBasedRules::State_Transition
server              76009060  CTeamplayRules::PlayerKilled
server              75e17de0  CTeamplayRules::SetStalemate
server              76009310  CTeamplayRules::SetWinningTeam
server              760f9c80  CTempEntsSystem::DispatchEffect
server              762f8510  CTraceFilterDeflection::ShouldHitEntity
server              7602efc0  CTraceFilterEntity::ShouldHitEntity
server              75ec2550  CTraceFilterIgnoreFriendlyCombatItems::ShouldHitEntity
server              FAIL      CTraceFilterIgnorePlayers::ShouldHitEntity
server              76135870  CTraceFilterObject::ShouldHitEntity
server              FAIL      CTraceFilterSimple::CTraceFilterSimple
server              FAIL      CTraceFilterSimple::CTraceFilterSimple [C1]
server              7602f2e0  CTraceFilterSimple::ShouldHitEntity
server              FAIL      CTriggerCamera::Disable
server              76026ab0  CTriggerCamera::Enable
server              FAIL      CTriggerCamera::m_DataMap
server              FAIL      CTriggerCatapult::OnLaunchedVictim
server              7668f1f0  CTriggerCatapult::m_DataMap
server              FAIL      CTriggerHurt::HurtEntity
server              FAIL      CTriggerHurt::HurtEntity [clone]
server              FAIL      CTriggerIgnite::BurnEntities
server              FAIL      CTriggerIgnite::BurnEntities [clone]
server              FAIL      CTriggerIgnite::IgniteEntity
server              7668e7a8  CTriggerIgnite::m_DataMap
server              FAIL      CUpgrades::ApplyUpgradeToItem
server              FAIL      CUpgrades::ApplyUpgradeToItem [clone]
server              FAIL      CUpgrades::EndTouch
server              FAIL      CUpgrades::GetUpgradeAttributeName
server              762b5de0  CUpgrades::GrantOrRemoveAllUpgrades
server              FAIL      CUpgrades::PlayerPurchasingUpgrade
server              FAIL      CUpgrades::PlayerPurchasingUpgrade [clone]
server              FAIL      CUpgrades::Spawn
server              FAIL      CUpgrades::UpgradeTouch
server              FAIL      CUpgrades::~CUpgrades [D0]
server              FAIL      CUpgrades::~CUpgrades [D2]
server              76102370  CUserMessages::LookupUserMessage
server              76102390  CUserMessages::Register
server              FAIL      CUtlConstStringBase<char>::Set
server              FAIL      CVGUILocalizationProvider::ConvertLoccharToANSI
server              FAIL      CVoiceGameMgr::ClientConnected
server              7603ab40  CVoiceGameMgr::UpdateMasks
server              76138d80  CVoiceGameMgrHelper::CanPlayerHearPlayer
server              7603a880  CVoiceGameMgrHelper::ClientCommand
server              FAIL      CVoteController::IsValidVoter
server              FAIL      CVoteController::IsValidVoter [clone]
server              FAIL      CVoteController::RegisterIssue
server              7603d210  CVoteController::Spawn
server              FAIL      CVoteController::TryCastVote
server              FAIL      CVoteController::TryCastVote [clone]
server              762ace00  CWave::ActiveWaveUpdate
server              FAIL      CWave::AddClassType
server              FAIL      CWave::ForceFinish
server              FAIL      CWave::IsDoneWithNonSupportWaves
server              762ae640  CWave::Parse
server              762b11d0  CWave::WaveCompleteUpdate
server              762acbe0  CWave::~CWave [D0]
server              762acbe0  CWave::~CWave [D2]
server              FAIL      CWaveSpawnPopulator::GetCurrencyAmountPerDeath
server              762aec40  CWaveSpawnPopulator::Parse
server              762af5f0  CWaveSpawnPopulator::SetState
server              762afcc0  CWaveSpawnPopulator::Update
server              FAIL      CWaveSpawnPopulator::m_reservedPlayerSlotCount
server              762acd00  CWaveSpawnPopulator::~CWaveSpawnPopulator [D0]
server              762acd00  CWaveSpawnPopulator::~CWaveSpawnPopulator [D2]
server              FAIL      CWeaponMedigun::AddCharge
server              FAIL      CWeaponMedigun::AllowedToHealTarget
server              FAIL      CWeaponMedigun::CycleResistType
server              FAIL      CWeaponMedigun::CycleResistType [clone]
server              FAIL      CWeaponMedigun::Deploy
server              762dbb10  CWeaponMedigun::FindAndHealTargets
server              762dc3a0  CWeaponMedigun::GetHealRate
server              FAIL      CWeaponMedigun::GetTargetRange
server              FAIL      CWeaponMedigun::HealTargetThink
server              FAIL      CWeaponMedigun::PrimaryAttack
server              762dd7c0  CWeaponMedigun::RemoveHealingTarget
server              762dddf0  CWeaponMedigun::SecondaryAttack
server              FAIL      CWeaponMedigun::StartHealingTarget
server              FAIL      CZombie::CZombie
server              7627e770  CZombie::Event_Killed
server              FAIL      CZombie::GetIntentionInterface
server              FAIL      CZombie::OnTakeDamage_Alive
server              FAIL      CZombie::Spawn
server              FAIL      CZombie::SpawnAtPos
server              FAIL      CZombie::UpdateOnRemove
server              FAIL      CZombieBehavior::OnKilled
server              FAIL      CZombieIntention::CZombieIntention
server              FAIL      CZombieIntention::Reset
server              FAIL      CZombieIntention::Update
server              FAIL      CZombieIntention::~CZombieIntention
server              76277ac0  CZombieLocomotion::GetRunSpeed
server              FAIL      CZombiePathCost::operator()
server              FAIL      CalcDistanceToLineSegment
server              75ffb050  CalculateMeleeDamageForce
server              75f7dfd0  CalculatePhysicsImpactDamage
server              FAIL      CanScatterGunKnockBack
server              7622a380  ChasePath::Update
server              762297e0  ChasePath::~ChasePath [D0]
server              762297e0  ChasePath::~ChasePath [D2]
server              FAIL      CheckChatText
server              FAIL      CheckMedicResist
server              FAIL      CheckValveSignature
server              FAIL      ClassCanBuild
server              FAIL      ClientActive
server              FAIL      ClientData_Update
server              FAIL      CollectPlayers<CTFPlayer>
server              75d1ba60  ConCommandBase::GetName
server              FAIL      ConVar::GetName
server              FAIL      CopyStringAttributeValueToCharPointerOutput
server              75f57530  CreateEntityByName
server              FAIL      CreateSpellSpawnZombie
server              FAIL      DT_CSPlayer::g_SendTable
server              76711454  DT_PlayerResource::g_SendTable
server              76840a38  DT_TFObjectiveResource::g_SendTable
server              76842ad4  DT_TFPlayer::g_SendTable
server              768453e0  DT_TFPlayerResource::g_SendTable
server              FAIL      DispatchEffect
server              FAIL      DispatchParticleEffect [overload 1]
server              FAIL      DispatchParticleEffect [overload 2]
server              FAIL      DispatchParticleEffect [overload 3]
server              FAIL      DispatchParticleEffect [overload 4]
server              FAIL      DispatchParticleEffect [overload 5]
server              FAIL      DispatchParticleEffect [overload 6]
server              FAIL      DispatchParticleEffect [overload 7]
server              FAIL      DispatchSpawn
server              FAIL      DoTeleporterOverride
server              FAIL      DrawAllDebugOverlays
server              FAIL      ENTINDEX
server              FAIL      EconItemInterface_OnOwnerKillEaterEvent
server              FAIL      EconItemInterface_OnOwnerKillEaterEvent_Batched
server              FAIL      EvaluateConditional
server              FAIL      FX_FireBullets
server              FAIL      FindAttribute_UnsafeBitwiseCast<uint, float, CAttributeList>
server              FAIL      FindAttribute_UnsafeBitwiseCast<uint, float, CTFItemDefinition>
server              FAIL      FindHullIntersection
server              FAIL      FindPooledString
server              FAIL      FireEvent
server              FAIL      GEconItemSchema
server              FAIL      GameStringSystem
server              FAIL      GetBotEscortCount
server              FAIL      GetClassIndexFromString
server              FAIL      GetCurrentSkyCamera
server              FAIL      GetFileWeaponInfoFromHandle
server              76078810  GetItemSchema
server              FAIL      GetKilleaterWeaponFromDamageInfo
server              FAIL      GetKilleaterWeaponFromDamageInfo::CTakeDamageInfo
server              FAIL      GetLoadoutPositionByName
server              FAIL      GetLoadoutPositionName
server              FAIL      GetNextCommandEntity
server              75f31ef0  GetParticleSystemIndex
server              FAIL      GetParticleSystemNameFromIndex
server              FAIL      GetPlayerClassData
server              FAIL      GetUpgradeStepData
server              FAIL      GetWeaponId
server              760d3150  GroundLocomotionCollisionTraceFilter::ShouldHitEntity
server              FAIL      HandleRageGain
server              75ee8a30  Host_Say
server              FAIL      IBaseObjectAutoList::m_IBaseObjectAutoListAutoList
server              FAIL      IBaseProjectileAutoList::m_IBaseProjectileAutoListAutoList
server              75df0b50  IBody::ClearPendingAimReply
server              75e29170  IBody::GetActivity
server              75e17970  IBody::GetActualPosture
server              760cee30  IBody::GetCrouchHullHeight
server              75e17970  IBody::GetDesiredPosture
server              760dfca0  IBody::GetEyePosition
server              75e1d760  IBody::GetHeadAimSubjectLeadTime
server              75e1d760  IBody::GetHeadSteadyDuration
server              760cee60  IBody::GetHullHeight
server              760ceeb0  IBody::GetHullMaxs
server              760ceef0  IBody::GetHullMins
server              760cef20  IBody::GetHullWidth
server              760cf080  IBody::GetStandHullHeight
server              760dfcf0  IBody::GetViewVector
server              75e12770  IBody::IsActivity
server              75e195e0  IBody::IsActualPosture
server              75e195e0  IBody::IsDesiredPosture
server              75e17e70  IBody::IsHeadAimingOnTarget
server              75d1bd70  IBody::IsHeadSteady
server              75df0ba0  IBody::SetDesiredPosture
server              75df1730  IBody::StartActivity
server              75df0b50  IBody::Update
server              76759b3c  ICaptureFlagAutoList::m_ICaptureFlagAutoListAutoList
server              FAIL      ICaptureZoneAutoList::m_ICaptureZoneAutoListAutoList
server              760cf8d0  IContextualQuery::IsHindrance
server              760cf8d0  IContextualQuery::IsPositionAllowed
server              75f6b0d0  IContextualQuery::SelectMoreDangerousThreat
server              75f7b550  IContextualQuery::SelectTargetPoint
server              760cf8d0  IContextualQuery::ShouldAttack
server              760d0790  IContextualQuery::ShouldHurry
server              760cf8d0  IContextualQuery::ShouldPickUp
server              760d0790  IContextualQuery::ShouldRetreat
server              FAIL      ICurrencyPackAutoList::m_ICurrencyPackAutoListAutoList
server              FAIL      IDroppedWeaponAutoList::m_IDroppedWeaponAutoListAutoList
server              FAIL      IEngineTrace::EnumerateEntities_ray
server              FAIL      IEngineTrace::TraceRay
server              75973a60  IGameEventManager2::FireEvent
server              783d6040  IGameEventManager2::FireEventClientSide
server              FAIL      IGameSystem::Add
server              FAIL      IGameSystem::Remove
server              FAIL      IHasGenericMeter::GetChargeInterval
server              FAIL      IHasGenericMeter::GetMeterMultiplier
server              FAIL      IHasGenericMeter::OnResourceMeterFilled
server              FAIL      IHasGenericMeter::ShouldUpdateMeter
server              FAIL      IIntention::IsHindrance
server              760e3af0  ILocomotion::IsPotentiallyTraversable
server              760e4130  ILocomotion::StuckMonitor
server              FAIL      ILocomotion::TraceHull
server              FAIL      INextBot::DisplayDebugText
server              FAIL      INextBot::GetDebugIdentifier
server              FAIL      INextBot::IsRangeGreaterThan
server              FAIL      INextBot::IsRangeLessThan
server              FAIL      INextBot::Update
server              FAIL      INextBot::Upkeep
server              75d1ba60  INextBotComponent::GetBot
server              75df0b50  INextBotComponent::Upkeep
server              75e17970  INextBotEventResponder::FirstContainedResponder
server              75e10fd0  INextBotEventResponder::NextContainedResponder
server              760cfa20  INextBotEventResponder::OnActorEmoted
server              760cfa60  INextBotEventResponder::OnAnimationActivityComplete
server              760cfaa0  INextBotEventResponder::OnAnimationActivityInterrupted
server              760cfae0  INextBotEventResponder::OnAnimationEvent
server              760cfb20  INextBotEventResponder::OnBlinded
server              760cfb60  INextBotEventResponder::OnCommandApproach(ent)
server              760cfba0  INextBotEventResponder::OnCommandApproach(vec)
server              760cfbe0  INextBotEventResponder::OnCommandAttack
server              760cfc20  INextBotEventResponder::OnCommandPause
server              760cfc60  INextBotEventResponder::OnCommandResume
server              760cfc90  INextBotEventResponder::OnCommandRetreat
server              760cfcd0  INextBotEventResponder::OnCommandString
server              760cfd10  INextBotEventResponder::OnContact
server              760cfd50  INextBotEventResponder::OnDrop
server              760cfd90  INextBotEventResponder::OnIgnite
server              760cfdc0  INextBotEventResponder::OnInjured
server              760cfe00  INextBotEventResponder::OnKilled
server              760cfe40  INextBotEventResponder::OnLandOnGround
server              760cfe80  INextBotEventResponder::OnLeaveGround
server              760cfec0  INextBotEventResponder::OnLose
server              760cfef0  INextBotEventResponder::OnLostSight
server              760cff30  INextBotEventResponder::OnModelChanged
server              760cff60  INextBotEventResponder::OnMoveToFailure
server              760cffa0  INextBotEventResponder::OnMoveToSuccess
server              760cffe0  INextBotEventResponder::OnNavAreaChanged
server              760d0070  INextBotEventResponder::OnOtherKilled
server              760d00b0  INextBotEventResponder::OnPickUp
server              760d00f0  INextBotEventResponder::OnPostureChanged
server              760d0120  INextBotEventResponder::OnShoved
server              760d0160  INextBotEventResponder::OnSight
server              760d01a0  INextBotEventResponder::OnSound
server              760d01e0  INextBotEventResponder::OnSpokeConcept
server              760d0220  INextBotEventResponder::OnStuck
server              760d0410  INextBotEventResponder::OnTerritoryCaptured
server              760d0450  INextBotEventResponder::OnTerritoryContested
server              760d0490  INextBotEventResponder::OnTerritoryLost
server              760d04d0  INextBotEventResponder::OnUnStuck
server              760d0500  INextBotEventResponder::OnWeaponFired
server              760d0540  INextBotEventResponder::OnWin
server              762a8ba0  IPopulationSpawner::GetClassIcon
server              75df1730  IPopulationSpawner::HasAttribute
server              75e12770  IPopulationSpawner::IsMiniBoss
server              762aa9a0  IPopulationSpawner::ParseSpawner
server              76217aa0  ISearchSurroundingAreasFunctor::IterateAdjacentAreas
server              FAIL      IServerGameDLL::GameFrame
server              FAIL      IServerGameDLL::LevelInit
server              FAIL      ISpatialPartition::EnumerateElementsInBox
server              FAIL      ISpatialPartition::EnumerateElementsInSphere
server              FAIL      ISurface::SetFontGlyphSet
server              FAIL      ITFBotHintEntityAutoList::m_ITFBotHintEntityAutoListAutoList
server              FAIL      ITFFlameEntityAutoList::m_ITFFlameEntityAutoListAutoList
